id,area,name,type,type2,summary,address,tel,payex,serviceTime,tw97x,tw97y,totalcar,totalmotor,totalbike,totalbus,Pregnancy_First,Handicap_First,Taxi_OneHR_Free,AED_Equipment,CellSignal_Enhancement,Accessibility_Elevator,Phone_Charge,Child_Pickup_Area,FareInfo,EntranceCoord,totallargemotor,ChargingStation
036,北投區,大豐公園地下停車場,1,1,立體式小型車235格(含身心障礙停車位5格)。,大興街145號地下,2892-1209,"計時：40元/時(7-22時)、10元/時(22時-翌日7時)，全程以半小時計費。 月租：全日4,000元/月。；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。",00:00:00~23:59:59,300813.615,2780396.61,234,0,0,0,6,5,0,0,0,0,0,0,"{'WorkingDay': [{'Period': '00~07', 'Fare': '10'}, {'Period': '07~19', 'Fare': '20'}, {'Period': '19~24', 'Fare': '10'}], 'Holiday': [{'Period': '00~07', 'Fare': '10'}, {'Period': '07~19', 'Fare': '20'}, {'Period': '19~24', 'Fare': '10'}]}","{'EntrancecoordInfo': [{'Xcod': '25.131153', 'Ycod': '121.50434', 'Address': '大興街'}]}",,
037,大安區,大安高工地下停車場,1,1,立體式小型車526格(含身心障礙停車位11格)。,信義路3段166巷6弄12號地下,2702-7924,全日月票5760元(全日里民優惠月票4600元)，日間月票4200元(7-20)，夜間月票1500元(20-7)(9-21)計時30元(21-9)計時10元；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,00:00:00~23:59:59,304680.898,2769501.70,527,0,0,0,10,11,0,0,0,0,0,0,"{'WorkingDay': [{'Period': '00~09', 'Fare': '10'}, {'Period': '09~21', 'Fare': '30'}, {'Period': '21~24', 'Fare': '10'}], 'Holiday': [{'Period': '00~09', 'Fare': '10'}, {'Period': '09~21', 'Fare': '30'}, {'Period': '21~24', 'Fare': '10'}]}","{'EntrancecoordInfo': [{'Xcod': '25.032743', 'Ycod': '121.540845', 'Address': '信義路三段166巷6弄'}]}",1,4
038,南港區,成德立體停車場,1,1,塔台式小型車180格(含身心障礙停車位5格)。,成福路1號,2240-8767,周一至周五(8-18)計時20元，(18-8)計時30元，假日計時30元，全日月票4500元，日間月票2200元(7-19)，夜間月票2400元(19-7) ,00:00:00~23:59:59,309134.553,2770988.07,180,0,0,0,0,5,0,0,0,0,0,0,"{'WorkingDay': [{'Period': '00~24', 'Fare': '30'}], 'Holiday': [{'Period': '00~24', 'Fare': '30'}]}","{'EntrancecoordInfo': [{'Xcod': '25.04558598', 'Ycod': '121.5864634', 'Address': '東新街80巷10弄'}, {'Xcod': '25.0457424', 'Ycod': '121.5860741', 'Address': '成福路'}]}",0,0
039,士林區,社園立體停車場,1,1,塔台式小型車280格(含身心障礙停車位6格)。,延平北路6段180號,2816-4583,計時20元，全日月票3600元，夜間月票1800元(18-8) ,00:00:00~23:59:59,301034.258,2775795.37,260,0,0,0,0,0,0,0,0,0,0,0,"{'WorkingDay': [{'Period': '00~24', 'Fare': '20'}], 'Holiday': [{'Period': '00~24', 'Fare': '20'}]}","{'EntrancecoordInfo': [{'Xcod': '25.08957075', 'Ycod': '121.5060651', 'Address': '延平北路六段'}]}",0,0
040,松山區,健康國小地下停車場,1,1,立體式小型車195格(含身心障礙停車位5格)。,延壽街168號地下,2528-3802,"計時：30元/時，全程以半小時計費。月租：全日月票5,250元/月。",00:00:00~23:59:59,306738.661,2772157.76,199,0,0,0,2,5,0,0,0,0,0,0,"{'WorkingDay': [{'Period': '00~24', 'Fare': '30'}], 'Holiday': [{'Period': '00~24', 'Fare': '30'}]}","{'EntrancecoordInfo': [{'Xcod': '25.05606978', 'Ycod': '121.5623652', 'Address': '三民路43巷'}]}",3,2
041,信義區,忠信地下停車場,1,1,立體式小型車314格(含身心障礙停車位7格)。立體式機車255格(含身心障礙停車位5格)。,松仁路2號地下,2345-9578,配合2/1-2/19台灣燈會期間費率調整為，周一至周五17-22時，週六至周日與行政機關放假之紀念日與民俗日10時至22時，調整小型車費率，計時60元，其餘時段維持原費率。小型車計時40元，全日月票5200元，日間月票3600元(7-19)，夜間月票2880元(19-8) 機車計時10元(當日當次最高收費上限20元，隔日另計)，月票300元；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,00:00:00~23:59:59,307293.875,2770374.65,314,255,22,0,6,7,0,0,0,0,0,0,"{'WorkingDay': [{'Period': '00~08', 'Fare': '10'}, {'Period': '08~22', 'Fare': '40'}, {'Period': '22~24', 'Fare': '10'}], 'Holiday': [{'Period': '00~08', 'Fare': '10'}, {'Period': '08~22', 'Fare': '40'}, {'Period': '22~24', 'Fare': '10'}]}","{'EntrancecoordInfo': [{'Xcod': '25.04023042', 'Ycod': '121.5683025', 'Address': '松仁路'}]}",2,2
042,大同區,建成國中地下停車場,1,1,立體式小型車330格(含身心障礙停車位7格)。立體式機車160格(含身心障礙停車位3格)。,長安西路37號之一地下,2559-6615,"小型車8時至22時計時40元，22時至翌日8時計時10元，全日月票7,200元；機車計時10元(當日當次最高收費上限30元，隔日另計)，機車月票300元。；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。",00:00:00~23:59:59,302454.824,2771581.35,326,160,16,0,7,7,0,0,0,0,0,0,"{'WorkingDay': [{'Period': '00~08', 'Fare': '10'}, {'Period': '08~22', 'Fare': '30'}, {'Period': '22~24', 'Fare': '10'}], 'Holiday': [{'Period': '00~08', 'Fare': '10'}, {'Period': '08~22', 'Fare': '30'}, {'Period': '22~24', 'Fare': '10'}]}","{'EntrancecoordInfo': [{'Xcod': '25.05082694', 'Ycod': '121.5196596', 'Address': '南京西路18巷28弄'}]}",2,2
043,南港區,興中立體停車場,1,1,立體式小型車637格(含身心障礙停車位13格)。立體式機車152格(含身心障礙停車位4格)。,興中路44巷1號,2783-2912,"計時：小型車20元/時，全程以半小時計費。 月租:小型車全日月票3,000元/月；機車月票300元/月。 計次:機車20元/次，隔日另計。；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。",00:00:00~23:59:59,311193.240,2772128.99,650,156,15,0,14,13,0,0,0,0,0,0,"{'WorkingDay': [{'Period': '00~08', 'Fare': '10'}, {'Period': '08~18', 'Fare': '20'}, {'Period': '18~24', 'Fare': '10'}], 'Holiday': [{'Period': '00~08', 'Fare': '10'}, {'Period': '08~18', 'Fare': '20'}, {'Period': '18~24', 'Fare': '10'}]}","{'EntrancecoordInfo': [{'Xcod': '25.05598911', 'Ycod': '121.606168', 'Address': '興中路44巷'}]}",1,4
044,萬華區,青年公園高爾夫球場地下停車場,1,1,立體式小型車321格(含身心障礙停車位6格)。立體式機車157格(含身心障礙停車位7格)。,國興路5號地下,,小型車全日月票4800元，夜間月票2400元(18-8)，計時30元 機車計次20元；月票300元；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,00:00:00~23:59:59,301246.148,2768507.43,319,150,0,0,0,0,0,0,0,0,0,0,"{'WorkingDay': [{'Period': '00~24', 'Fare': '30'}], 'Holiday': [{'Period': '00~24', 'Fare': '30'}]}","{'EntrancecoordInfo': [{'Xcod': '25.024982', 'Ycod': '121.507529', 'Address': '國興路'}]}",,2
045,中山區,八德路停車場,1,2,建物附設立體式小型車69格(含身心障礙停車位2格)。,臺北市中山區八德路二段203號B1、B4。,2778-5756,計時40元,00:00:00~23:59:59,304464.498,2771078.39,69,0,0,0,0,2,0,0,0,0,0,0,{},"{'EntrancecoordInfo': [{'Xcod': '25.03335', 'Ycod': '121.56355', 'Address': ''}]}",,
046,文山區,動物園站地下停車場,1,2,為地下立體停車場，計有200格機車格，150格小型車格,新光路2段28號,8661-7431,計時：小型車平日20元/時(06-22)，10元/時(22-06)，假日60元/時(06-22)，10元/時(22-06)，全程半小時計費。計次：機車20元/次，隔日另計(凌晨2時為基準跨日另計費)。月租：小型車限時日間800元/月(週一至週五平日06-21)，機車全日月票300元/月。,00:00:00~23:59:59,308423.211,2765610.24,150,200,0,0,0,4,0,0,0,0,0,0,{},"{'EntrancecoordInfo': [{'Xcod': '25.049881', 'Ycod': '121.549391', 'Address': '敦化北路'}]}",,
047,中正區,汀州三停車場,1,2,一般平面式小型車26格(含身心障礙停車位1格)。,中正區福和段二小段267-3、291-4地號；汀州路3段56號旁空地,2778-5756,計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,00:00:00~23:59:59,303558.520,2767639.99,26,0,0,0,0,1,0,0,0,0,0,0,{},"{'EntrancecoordInfo': [{'Xcod': '25.02596', 'Ycod': '121.55005', 'Address': ''}]}",,
048,信義區,信義廣場地下停車場,1,1,立體式小型車372格(含身心障礙停車位8格)。立體式機車233格(含身心障礙停車位3格)。,信義路5段11號地下,8780-0133,配合2/1-2/19台灣燈會期間費率調整為，周一至周五17-22時，週六至周日與行政機關放假之紀念日與民俗日10時至22時，調整小型車費率，計時60元，其餘時段維持原費率。小型車全日月票4800元，日間月票3500元(7-20)，夜間月票500元(21-8) 小型車周一至周五(8-22)計時40元，(22-8)計時10元 周六至周日與政府行政機關放假之紀念日及民俗節日，(8-22)計時50元，(22-8)計時10元 機車計次20元；月票300元；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,00:00:00~23:59:59,307098.292,2769568.19,372,195,24,0,8,8,0,0,0,0,0,0,"{'WorkingDay': [{'Period': '00~08', 'Fare': '10'}, {'Period': '08~22', 'Fare': '30'}, {'Period': '22~24', 'Fare': '10'}], 'Holiday': [{'Period': '00~08', 'Fare': '10'}, {'Period': '08~22', 'Fare': '40'}, {'Period': '22~24', 'Fare': '10'}]}","{'EntrancecoordInfo': [{'Xcod': '25.033984', 'Ycod': '121.566585', 'Address': '松廉路'}, {'Xcod': '25.03302', 'Ycod': '121.566545', 'Address': '信義路五段'}]}",2,2
049,北投區,大業立體停車場,1,1,塔台式小型車122格(含身心障礙停車位2格)。,大業路745號,2891-7080,"計時：30元/時，全程以半小時計費。月租：全日3,000元/月。",00:00:00~23:59:59,300705.484,2781121.68,124,0,0,0,,2,0,0,0,0,0,0,"{'WorkingDay': [{'Period': '00~24', 'Fare': '20'}], 'Holiday': [{'Period': '00~24', 'Fare': '20'}]}","{'EntrancecoordInfo': [{'Xcod': '25.13760198', 'Ycod': '121.5030789', 'Address': '大業路'}]}",,
050,信義區,台北101停車場,1,2,立體式小型車1324格(含身心障礙停車位26格，孕婦、育有6歲以下兒童停車位26格)，立體式機車1509格(含身心障礙停車位60格)。,台北市信義區市府路45號B2~B4,8101-8293,"小型車平日70元/時，假日100元/時，機車20元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費，小型車10,000元/月。",00:00:00~23:59:59,306888.017,2769632.52,1350,1509,0,0,26,26,0,0,0,0,0,0,{},{},,
051,內湖區,大湖公園地下停車場,1,2,為地下停車場，計有221個小型車格，66個機車格,成功路5段7號地下,8919-3669,計時：小型車20元/時，全程以半小時計費；機車10元/時，全程以半小時計費，當日當次最高收費上限20元，隔日另計。全日月票：小型車2400元/月，日間月票(07-20)：1200元/月，全日月票里民優惠(內湖區清白里、大湖里、秀湖里)2400元/月；機車全日月票300元/月。,00:00:00~23:59:59,310699.031,2775146.05,221,64,0,0,4,,0,0,0,0,0,0,"{'WorkingDay': [{'Period': '00~24', 'Fare': '20'}], 'Holiday': [{'Period': '00~24', 'Fare': '20'}]}","{'EntrancecoordInfo': [{'Xcod': '25.083596', 'Ycod': '121.60213', 'Address': '大湖街166巷'}]}",0,4
052,松山區,民生社區活動中心地下停車場,1,2,為地下停車場，計有151個小型車格,民生東路5段163號之1號地下2、3F層,2240-8767,"計時：30元/時，全程以半小時計費。月租：全日5,760元/月。",00:00:00~23:59:59,306771.829,2772514.97,155,0,0,0,3,4,0,0,0,0,0,0,"{'WorkingDay': [{'Period': '00~24', 'Fare': '30'}], 'Holiday': [{'Period': '00~24', 'Fare': '30'}]}","{'EntrancecoordInfo': [{'Xcod': '25.05980251', 'Ycod': '121.5626311', 'Address': '民生東路五段137巷4弄'}]}",0,3
053,松山區,民生立體停車場,1,1,立體式小型車457格(含身心障礙停車位10格)。,民生東路5段84號,2760-8303,計時30元，全日月票5760元(全日里民優惠月票4600元)；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,00:00:00~23:59:59,306446.194,2772356.55,457,0,10,0,11,10,0,0,0,0,0,0,"{'WorkingDay': [{'Period': '00~24', 'Fare': '30'}], 'Holiday': [{'Period': '00~24', 'Fare': '30'}]}","{'EntrancecoordInfo': [{'Xcod': '25.05847133', 'Ycod': '121.5594459', 'Address': '民生東路五段'}]}",2,4
054,松山區,北寧路地下停車場,1,2,為地下停車場，計有78個小型車,八德路3段25號地下1層及地下2層,2799-5657,(9-21)計時40元，(21-9)計時30元，夜間月票2000元(平常日:18-9，周六、日及政府行政機關放假之紀念日全日均可使用) ,00:00:00~23:59:59,305739.506,2771287.79,76,0,0,0,1,2,0,0,0,0,0,0,"{'WorkingDay': [{'Period': '00~09', 'Fare': '30'}, {'Period': '09~21', 'Fare': '40'}, {'Period': '21~24', 'Fare': '30'}], 'Holiday': [{'Period': '00~09', 'Fare': '30'}, {'Period': '09~21', 'Fare': '40'}, {'Period': '21~24', 'Fare': '30'}]}","{'EntrancecoordInfo': [{'Xcod': '25.049244', 'Ycod': '121.552243', 'Address': '北寧路'}]}",,
055,大同區,市民大道(塔城段),1,1,立體式小型車252格(含身心障礙停車位11格)。,西寧北路-塔城街(地下),02-2559-1772,(8-20)計時20元 (20-8)計時10元 日間月票2400元(7-19，以80張為出售上限，每人限購1張)，夜間月票500元(18-9及周六、日與行政機關放假之紀念日、民俗節日使用),00:00:00~23:59:59,301372.085,2771452.87,252,0,0,0,0,0,0,0,0,0,0,0,"{'WorkingDay': [{'Period': '00~08', 'Fare': '10'}, {'Period': '08~22', 'Fare': '20'}, {'Period': '22~24', 'Fare': '10'}], 'Holiday': [{'Period': '00~08', 'Fare': '10'}, {'Period': '08~22', 'Fare': '20'}, {'Period': '22~24', 'Fare': '10'}]}","{'EntrancecoordInfo': [{'Xcod': '25.050497', 'Ycod': '121.509819', 'Address': ''}]}",,
056,大安區,大安森林公園地下停車場,1,1,立體式小型車1360格(含身心障礙停車位27格)。立體式機車344格(含身心障礙停車位8格)。,建國南路2段2號地下,2709-2940,小型車全日月票4200元，日間月票2800元(7-19)，夜間月票2000元(18-8) 周一至周五(8-23)計時20元，(23-8)計時10元 周六、周日及政府行政機關放假之紀念日與民俗節日(8-23)計時40元，(23-8)計時10元 機車計時10元(當日當次最高收費上限20元，隔日另計)，月票300元；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,00:00:00~23:59:59,304225.666,2769534.80,1352,344,20,0,29,27,0,0,0,0,0,0,"{'WorkingDay': [{'Period': '00~08', 'Fare': '10'}, {'Period': '08~23', 'Fare': '20'}, {'Period': '23~24', 'Fare': '10'}], 'Holiday': [{'Period': '00~08', 'Fare': '10'}, {'Period': '08~23', 'Fare': '30'}, {'Period': '23~24', 'Fare': '10'}]}","{'EntrancecoordInfo': [{'Xcod': '25.031977', 'Ycod': '121.537456', 'Address': '建國南路二段'}, {'Xcod': '25.033418', 'Ycod': '121.535742', 'Address': '信義路三段'}]}",2,5
057,中山區,市民大道(公中段) ,1,1,立體式小型車184格(含身心障礙停車位4格)。,公園路-中山北路(地下),02-2531-1624,"計時：40元/時(08-18)，10元/時(18-翌日8時)，全程以半小時計費。月租：全日月票4,800元，日間月票3,200元(07-19)，夜間月票1,200元(20-翌日8時)。",00:00:00~23:59:59,302388.459,2771232.09,184,0,0,0,0,0,0,0,0,0,0,0,"{'WorkingDay': [{'Period': '00~08', 'Fare': '10'}, {'Period': '08~18', 'Fare': '30'}, {'Period': '18~24', 'Fare': '10'}], 'Holiday': [{'Period': '00~08', 'Fare': '10'}, {'Period': '08~18', 'Fare': '30'}, {'Period': '18~24', 'Fare': '10'}]}","{'EntrancecoordInfo': [{'Xcod': '25.04815', 'Ycod': '121.5191', 'Address': '公中段'}]}",,
058,中山區,市民大道(中林段),1,1,立體式小型車496格(含身心障礙停車位10格)。,中山北路-林森北路(地下),2655-0818,"計時：30元/時[周一至周五09-18]，20元/時[周一至周五18-09]，周六至周日及政府行政機關放假之紀念日及彈性調整放假日、民俗節日20元/時；全程半小時計費。月租：全日3,600元/月。",00:00:00~23:59:59,302745.088,2771185.18,506,0,0,0,9,10,0,0,0,0,0,0,"{'WorkingDay': [{'Period': '00~08', 'Fare': '10'}, {'Period': '08~18', 'Fare': '20'}, {'Period': '18~24', 'Fare': '10'}], 'Holiday': [{'Period': '00~08', 'Fare': '10'}, {'Period': '08~18', 'Fare': '20'}, {'Period': '18~24', 'Fare': '10'}]}","{'EntrancecoordInfo': [{'Xcod': '25.047853', 'Ycod': '121.522508', 'Address': '中林段'}]}",1,2
059,中山區,市民大道(林金段),1,1,立體式小型車973格(含身心障礙停車位20格)。,林森北路-金山北路(地下),2655-0818,"計時：30元/時[周一至周五09-18]，20元/時[周一至周五18-09]，周六至周日及政府行政機關放假之紀念日及彈性調整放假日、民俗節日20元/時；全程半小時計費。月租：全日3,600元/月。9-18)計時30元；(18-9)計時20元，周六、日與行政機關放假之紀念日、民俗日計時20元",00:00:00~23:59:59,303200.818,2771094.24,993,0,0,0,19,20,0,0,0,0,0,0,"{'WorkingDay': [{'Period': '00~08', 'Fare': '10'}, {'Period': '08~18', 'Fare': '20'}, {'Period': '18~24', 'Fare': '10'}], 'Holiday': [{'Period': '00~08', 'Fare': '10'}, {'Period': '08~18', 'Fare': '20'}, {'Period': '18~24', 'Fare': '10'}]}","{'EntrancecoordInfo': [{'Xcod': '25.0466', 'Ycod': '121.527888', 'Address': '林金段'}]}",2,2
060,中正區,台北時代寓所地下平面停車場,1,2,大型車:0格，小型車:137格，機車:0格,林森南路7號地下1-3層,2321-7805,"一、計時：小型車60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。二、計次：機車30元/次。三、月租：小型車10,000元/月，機車：600元/月。",00:00:00~23:59:59,302805.503,2770775.70,137,0,0,0,0,3,0,0,0,0,0,0,"{'WorkingDay': [{'Period': '00~08', 'Fare': '10'}, {'Period': '08~21', 'Fare': '30'}, {'Period': '21~24', 'Fare': '10'}], 'Holiday': [{'Period': '00~08', 'Fare': '10'}, {'Period': '08~21', 'Fare': '30'}, {'Period': '21~24', 'Fare': '10'}]}","{'EntrancecoordInfo': [{'Xcod': '25.044689', 'Ycod': '121.540605', 'Address': '建復段'}]}",,
